company_name,market_cap,sector,country,industry,isin,symbol
KAINOS GROUP PLC ORD GBP0.005,1074198189,Technology services,United Kingdom,Information technology services,GB00BZ0D6727,LSS.PA
LECTRA,1068874877,Technology services,France,Packaged software,FR0000065484,COR.LS
CORTICEIRA AMORIM-SGPS,1066255299,Process industries,Portugal,Industrial specialties,PTCOR0AE0006,MERY.PA
MERCIALYS,1065330030,Finance,France,Real estate development,FR0010241638,M8Y.F
ZAVAROVALNICA TRIGLAV NPV,1064474443,Finance,Slovenia,Multi-line insurance,SI0021111651,GRE.MC
"GRENERGY RENOVABLES, S.A.",1060596078,Industrial services,Spain,Engineering & construction,ES0105079000,TROAX.ST
TROAX GROUP AB,1059144032,Producer manufacturing,Sweden,Metal fabrication,SE0012729366,DRW8.DE
DRAEGERWERK AG & CO KGAA,1057245848,Health technology,Germany,Medical specialties,DE0005550602,ITM.MI
ITALMOBILIARE,1054015987,Consumer non-durables,Italy,Food: specialty/candy,IT0005253205,SVN.IC
SILDARVINNSLAN HF.,1052844903,Consumer non-durables,Iceland,Food: meat/fish/dairy,IS0000000479,DWL.L
DOWLAIS GROUP PLC ORD GBP0.01,1051182744,Producer manufacturing,United Kingdom,Auto parts: OEM,GB00BMWRZ071,GUBRA.CO
GUBRA A/S,1048833684,Commercial services,Denmark,Miscellaneous commercial services,DK0062266474,CGT.L
CAPITAL GEARING TRUST ORD GBP0.25,1046551247,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0001738615,ADV.DE
ADTRAN NETWORKS SE,1045204468,Electronic technology,Germany,Telecommunications equipment,DE0005103006,BFSA.DE
BEFESA SA,1045002051,Industrial services,Luxembourg,Environmental services,LU1704650164,SAIN.L
SCOTTISH AMERICAN INVMT CO PLC(THE) ORD GBP0.25,1044799934,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0007873697,BIOG-B.ST
BIOGAIA AB SER. B,1040804207,Health technology,Sweden,Pharmaceuticals: other,SE0017769995,RICA.L
RUFFER INVESTMENT CO RED PTG PREF SHS GBP0.0001,1039719923,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00B018CS46,EGL.LS
MOTA ENGIL,1038356690,Industrial services,Portugal,Engineering & construction,PTMEN0AE0005,HOME.MC
"NEINOR HOMES, S.A.",1031347468,Finance,Spain,Real estate development,ES0105251005,ALMA.HE
ALMA MEDIA CORPORATION,1029770486,Consumer services,Finland,Publishing: newspapers,FI0009013114,TMPL.L
TEMPLE BAR INVESTMENT TRUST ORD GBP0.05,1028997517,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BMV92D64,OBEL.BR
ORANGE BELGIUM,1025923681,Communications,Belgium,Wireless telecommunications,BE0003735496,CTT.LS
"CTT-CORREIOS DE PORTUGAL, SA",1024665441,Transportation,Portugal,Air freight/Couriers,PTCTT0AM0001,SL.MI
SANLORENZO,1023071600,Consumer durables,Italy,Recreational products,IT0003549422,CIBUS.ST
CIBUS NORDIC REAL ESTATE AB,1020159330,Finance,Sweden,Real estate development,SE0010832204,CASH.MC
"PROSEGUR CASH, S.A.",1019192455,Commercial services,Spain,Miscellaneous commercial services,ES0105229001,NAS.OL
NORWEGIAN AIR SHUTTLE ASA,1018744026,Transportation,Norway,Airlines,NO0010196140,CRED-A.ST
CREADES AB A,1009362804,Miscellaneous,Sweden,Investment trusts/Mutual funds,SE0015661236,BASS.PA
BASSAC,1008710332,Finance,France,Real estate development,FR0004023208,DEZ.DE
DEUTZ AG,1007650202,Producer manufacturing,Germany,Trucks/Construction/Farm machinery,DE0006305006,PPET.L
PATRIA PRIVATE EQUITY TRUST PLC ORD GBP0.002,1007411439,Finance,United Kingdom,Investment managers,GB0030474687,HIAG.SW
HIAG IMMOBILIEN N,1006314166,Finance,Switzerland,Real estate development,CH0239518779,FPAR-A.ST
FASTPARTNER AB SER. A,1001861348,Finance,Sweden,Real estate development,SE0013512506,TFIF.L
TWENTYFOUR INCOME FUND LTD ORD RED GBP0.01,996372218.4,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GG00B90J5Z95,VH2.BE
FRIEDRICH VORWERK GRP SE,995771072.5,Industrial services,Germany,Oil & gas pipelines,DE000A255F11,WKP.L
WORKSPACE GROUP ORD GBP1,995000000,Finance,United Kingdom,Real estate investment trusts,GB00B67G5X01,GPP.WA
GRUPRACUJ,993676021.1,Commercial services,Poland,Personnel services,PLGRPRC00015,PUUILO.HE
PUUILO PLC,991435275.4,Retail trade,Finland,Electronics/Appliance stores,FI4000507124,ELEC.PA
DIVERSIFIED ENERGY COMPANY PLC ORD GBP0.20,991042564,Utilities,France,Electric utilities,FR0000031023,MUT.L
MURRAY INCOME TRUST PLC ORD GBP0.25,985304907,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0006111123,YVIV.MC
"VIVENIO RESIDENCIAL SOCIMI , S.A",985083633.5,Finance,Spain,Real estate development,ES0105384004,RUSTA.ST
RUSTA AB,980935558,Retail trade,Sweden,Specialty stores,SE0020848356,AOX.DE
alstria office REIT-AG,978966962.7,Finance,Germany,Real estate investment trusts,DE000A0LD2U1,COPN.SW
COSMO PHARM N,978517486,Health technology,Ireland,Pharmaceuticals: major,NL0011832936,ELM.L
ELEMENTIS ORD GBP0.05,976544099.4,Process industries,United Kingdom,Chemicals: specialty,GB0002418548,MIPS.ST
MIPS AB,976355610.5,Consumer durables,Sweden,Recreational products,SE0009216278,IEM.L
IMPAX ENVIRONMENTAL MARKETS ORD GBP0.10,970968537.5,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0031232498,VCT.L
VICTREX ORD GBP0.01,967635535.9,Process industries,United Kingdom,Chemicals: major diversified,GB0009292243,VETO.PA
VETOQUINOL,965951625.3,Health technology,France,Pharmaceuticals: major,FR0004186856,XVIVO.ST
XVIVO PERFUSION AB,963831764,Health technology,Sweden,Medical specialties,SE0004840718,GVS.MI
GVS,959346969,Electronic technology,Italy,Electronic equipment/Instruments,IT0005411209,ACT.DE
ALZCHEM GROUP AG,959130914,Process industries,Germany,Chemicals: major diversified,DE000A2YNT30,ARJO-B.ST
ARJO AB SER. B,956575521,Distribution services,Sweden,Medical distributors,SE0010468116,SVITZR.CO
SVITZER GROUP A/S,951826995.3,Transportation,Denmark,Marine shipping,DK0062616637,AMAG.VI
AMAG AUSTRIA METALL AG,948686884.4,Non-energy minerals,Austria,Aluminum,AT00000AMAG3,NCAB.ST
NCAB GROUP AB,948601585,Electronic technology,Sweden,Electronic components,SE0017160773,XB1.F
ALLIANZ-SLOV. POIST.,947058027.9,Finance,Slovakia,Multi-line insurance,SK1110004407,MRCH.L
MERCHANTS TRUST PLC (THE) ORD GBP0.25,945679907,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0005800072,AWE.L
ALPHAWAVE IP GROUP PLC ORD GBP0.01,945433870.7,Technology services,United Kingdom,Packaged software,GB00BNDRMJ14,GNC.L
GREENCORE GROUP PLC ORD GBP0.01 (CDI),939904238.9,Consumer non-durables,Ireland,Food: specialty/candy,IE0003864109,OPUS.BD
OPUS SHARE,937251065.7,Electronic technology,Hungary,Electronic equipment/Instruments,HU0000110226,SWON.SW
SOFTWAREONE N,936759429.5,Distribution services,Switzerland,Electronics distributors,CH0496451508,INF1T.TL
INFORTAR,935338328,Finance,Estonia,Financial conglomerates,EE3100149394,GBG.L
GB GROUP PLC ORD GBP0.025,933210215,Technology services,United Kingdom,Packaged software,GB0006870611,DBG.PA
DERICHEBOURG,931459495.8,Transportation,France,Trucking,FR0000053381,74SW.PA
74SOFTWARE,929287363,Technology services,France,Packaged software,FR0011040500,BPCR.L
BIOPHARMA CREDIT PLC ORD USD0.01,928445093,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BDGKMY29,LEHN.SW
LEM N,927290012.2,Electronic technology,Switzerland,Electronic components,CH0022427626,VARV.MI
SBE-VARVIT,924929620.6,Producer manufacturing,Italy,Metal fabrication,IT0005568461,XPS.L
XPS PENSIONS GROUP PLC ORD GBP0.0005,924300011,Finance,United Kingdom,Investment managers,GB00BDDN1T20,TYRES.HE
NOKIAN TYRES PLC,918837864.4,Consumer durables,Finland,Automotive aftermarket,FI0009005318,KIN.BR
KINEPOLIS GROUP,918086160,Consumer services,Belgium,Movies/Entertainment,BE0974274061,ADT1.L
ADRIATIC METALS PLC ORD GBP0.013355,916207475,Non-energy minerals,United Kingdom,Other metals/Minerals,GB00BL0L5G04,SLR.MC
ELOPAK ASA,913516362.2,Process industries,Norway,Containers/Packaging,NO0011002586,EAT.WA
"SOLARIA ENERGIA Y MEDIO AMBIENTE, S.A.",912520118.3,Utilities,Spain,Alternative power generation,ES0165386014,NEU.WA
AMREST,907768141,Consumer services,Spain,Restaurants,ES0105375002,MILDEF.ST
NEUCA,906796149.8,Distribution services,Poland,Medical distributors,PLTRFRM00018,VLTSA.PA
MILDEF GROUP AB,906459472.5,Electronic technology,Sweden,Computer processing hardware,SE0016074249,HFG.L
VOLTALIA,904650136.8,Utilities,France,Electric utilities,FR0011995588,CALT.MI
HILTON FOOD GROUP PLC ORD GBP0.10,903658029,Consumer non-durables,United Kingdom,Food: meat/fish/dairy,GB00B1V9NW54,TIMA.F
CALTAGIRONE,900430481.1,Non-energy minerals,Italy,Construction materials,IT0003127930,ESCT.L
ZEAL NETWORK SE,898497623,Consumer services,Germany,Movies/Entertainment,DE000ZEAL241,9638.HK
THE EUROPEAN SMALLER CO'S TST PLC ORD GBP0.015625,898270448,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BMCF8689,RHK.DE
FERRETTI,894750205.9,Consumer durables,Italy,Recreational products,IT0005383291,SDP.L
RHOEN-KLINIKUM AG,891901822,Health services,Germany,Hospital/Nursing management,DE0007042301,ATT.ST
SCHRODER ASIA PACIFIC FUND ORD GBP0.10,890281650,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0007918872,AMBEA.ST
ATTENDO AB,890161316.8,Health services,Sweden,Services to the health industry,SE0007666110,FREY.PA
AMBEA AB,890082115.7,Health services,Sweden,Medical/Nursing services,SE0009663826,CRAYN.OL
FREY,889480563.8,Finance,France,Real estate development,FR0010588079,PTSB.IR
CRAYON GROUP HOLDING ASA,889083795,Technology services,Norway,Information technology services,NO0010808892,BRIM.IC
Permanent TSB Group Holdings PLC,887510981.6,Finance,Ireland,Financial conglomerates,IE00BWB8X525,COK.DE
BRIM HF.,882886456,Process industries,Iceland,Agricultural commodities/Milling,IS0000000297,LTA.PA
CANCOM SE,880519425.8,Technology services,Germany,Information technology services,DE0005419105,RET.BR
ALTAMIR,879908477,Finance,France,Investment managers,FR0000053837,JM.ST
RETAIL ESTATES,879201523.1,Finance,Belgium,Real estate investment trusts,BE0003720340,YCPS.MC
JM AB,876557115,Finance,Sweden,Real estate development,SE0000806994,BONHR.OL
"CASTELLANA PROPERTIES SOCIMI, S.A.",875444812.2,Finance,Spain,Real estate development,ES0105360004,HARVIA.HE
BONHEUR ASA,874237143,Transportation,Norway,Air freight/Couriers,NO0003110603,MLP.DE
HARVIA PLC,871330645.6,Consumer durables,Finland,Electronics/Appliances,FI4000306873,IR5B.IR
MLP SE,869888195,Finance,Germany,Investment managers,DE0006569908,DIOS.ST
Irish Continental Group PLC,869047031,Transportation,Ireland,Marine shipping,IE00BLP58571,KAR.ST
DIOS FASTIGHETER AB,864354846,Finance,Sweden,Real estate development,SE0001634262,KARE.AT
KARNOV GROUP AB,864203549.1,Commercial services,Sweden,Miscellaneous commercial services,SE0012323715,AREIT.PA
KARELIA TOBACCO COMPANY (CR),863553343.6,Consumer non-durables,Greece,Tobacco,GRS120003009,GVR.IR
ALTAREIT,861119997,Finance,France,Real estate investment trusts,FR0000039216,EPIC.SW
Glenveagh Properties PLC,857622958,Consumer durables,Ireland,Homebuilding,IE00BD6JX574,MUM.DE
EPIC N,857190852,Industrial services,Switzerland,Engineering & construction,CH0516131684,ATG.L
MENSCH & MASCHINE SOFTWARE SE,855880945,Technology services,Germany,Information technology services,DE0006580806,OVS.MI
AUCTION TECHNOLOGY GROUP PLC ORD GBP0.0001,855072988,Technology services,United Kingdom,Internet software/Services,GB00BMVQDZ64,MEGP.L
OVS,849218709.4,Retail trade,Italy,Apparel/Footwear retail,IT0005043507,IAD.L
ME GROUP INTERNATIONAL PLC ORD GBP0.005,848321114,Retail trade,United Kingdom,Specialty stores,GB0008481250,SPI.L
INVESCO ASIA DRAGON TRUST PLC ORD GBP0.10,848020612,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0004535307,MLMTP.PA
SPIRE HEALTHCARE GROUP PLC ORD GBP0.01,847501193.5,Health services,United Kingdom,Hospital/Nursing management,GB00BNLPYF73,FNAC.PA
"MONTEPINO LOGISTICA SOCIMI, S.A.",843879023.9,Finance,Spain,Real estate development,ES0105549002,NBPE.L
FNAC DARTY,842682792,Retail trade,France,Electronics/Appliance stores,FR0011476928,GSCT.L
NB PRIVATE EQUITY PARTNERS LIMITED CLASS'A'ORD SHS USD0.01,842358850,Finance,United Kingdom,Investment managers,GG00B1ZBD492,EL.RO
THE GLOBAL SMALLER CO'S TRUST PLC ORD GBP0.025,837329272,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BKLXD974,ELHA.AT
ELECTRICA SA BUCURESTI,835462795.9,Utilities,Romania,Electric utilities,ROELECACNOR5,SAVE.PA
ELVALHALCOR S.A (CR),834189602.8,Producer manufacturing,Greece,Metal fabrication,GRS281003004,ETS.VI
SAVENCIA S.A.,833036380,Consumer non-durables,France,Food: meat/fish/dairy,FR0000120107,SAR.AT
EUROTELESITES AG,831130549,Communications,Austria,Specialty telecommunications,AT000000ETS9,PPA.AT
GR. SARANTIS S.A. (CR),830625000,Consumer non-durables,Greece,Household/Personal care,GRS204003008,COM.MI
PIREUS PORT AUTHORITY S.A (CR),828884561,Transportation,Greece,Marine shipping,GRS470003013,VOLO.ST
COMER INDUSTRIES,828750038,Producer manufacturing,Italy,Trucks/Construction/Farm machinery,IT0005246191,NTG.CO
VOLATI AB,825928945,Finance,Sweden,Investment managers,SE0009143662,FOI-B.ST
NTG NORDIC TRANSPORT GROUP A/S,824157132.3,Transportation,Denmark,Trucking,DK0061141215,RWI.L
FENIX OUTDOOR INTERNATIONAL AG SER. B,824099845.9,Consumer durables,Switzerland,Recreational products,CH0242214887,IBST.L
RENEWI PLC ORD GBP1,823637115.1,Industrial services,United Kingdom,Environmental services,GB00BNR4T868,MOON.L
IBSTOCK PLC ORD GBP0.01,822692066.2,Non-energy minerals,United Kingdom,Construction materials,GB00BYXJC278,IMPN.SW
MOONPIG GROUP PLC ORD GBP0.1,822409724.4,Technology services,United Kingdom,Internet software/Services,GB00BMT9K014,ZIG.L
IMPLENIA N,821820166.4,Industrial services,Switzerland,Engineering & construction,CH0023868554,AML.L
ZIGUP PLC ORD GBP0.50,821484364.4,Finance,United Kingdom,Finance/Rental/Leasing,GB00B41H7391,EKT.DE
ASTON MARTIN LAGONDA GBL HLDGS PLC ORD GBP0.1,821367632.8,Consumer durables,United Kingdom,Motor vehicles,GB00BN7CG237,BAG.L
ENERGIEKONTOR AG,818205792.8,Utilities,Germany,Electric utilities,DE0005313506,AMS.SW
BARR(A.G.) ORD GBP0.04167,815138989,Consumer non-durables,United Kingdom,Beverages: non-alcoholic,GB00B6XZKY75,ARBN.SW
AMS-OSRAM,814050011.2,Electronic technology,Austria,Semiconductors,AT0000A3EPA4,AKTIA.HE
ARBONIA N,813060462.4,Producer manufacturing,Switzerland,Industrial machinery,CH0110240600,ALFA.L
AKTIA PANKKI OYJ,810487420.5,Finance,Finland,Regional banks,FI4000058870,ZV.MI
ALFA FINANCIAL SOFTWARE HLDGS PLC ORD GBP0.001,808377668,Technology services,United Kingdom,Packaged software,GB00BDHXPG30,PLAZ-B.ST
ZIGNAGO VETRO,807517257.4,Process industries,Italy,Containers/Packaging,IT0004171440,KIT.OL
PLATZER FASTIGHETER HOLDING AB SER. B,807329965,Finance,Sweden,Real estate development,SE0004977692,USA.L
KITRON ASA,805890686.7,Electronic technology,Norway,Electronic production equipment,NO0003079709,GRP.L
BAILLIE GIFFORD US GROWTH TRUST PLC ORD GBP0.01,805788334.1,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BDFGHW41,SNR.L
Greencoat Renewables PLC,803003420,Finance,Ireland,Financial conglomerates,IE00BF2NR112,SMHN.DE
SENIOR PLC GBP0.10,801745256,Electronic technology,United Kingdom,Aerospace & defense,GB0007958233,ENC.MC
SUESS MICROTEC SE,801658481,Electronic technology,Germany,Electronic equipment/Instruments,DE000A1K0235,INSTAL.ST
"ENCE ENERGIA Y CELULOSA, S.A.",796162172,Process industries,Spain,Pulp & paper,ES0130625512,JDW.L
INSTALCO AB,795938585,Industrial services,Sweden,Engineering & construction,SE0017483506,RAY-B.ST
WETHERSPOON(J.D.) ORD GBP0.02,795584499.9,Consumer services,United Kingdom,Restaurants,GB0001638955,SFQ.F
RAYSEARCH LABORATORIES AB SER. B,790107362.9,Technology services,Sweden,Packaged software,SE0000135485,EC.PA
SAF HOLLAND SE,789543547.2,Producer manufacturing,Germany,Auto parts: OEM,DE000SAFH001,LAMPS.AT
LAMPSA HOTEL CO. (C),787500000,Consumer services,Greece,Hotels/Resorts/Cruise lines,GRS128003001,PLAN.SW
CORDIANT DIGITAL INFRASTRUCTURE LTD ORD NPV,786195195,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GG00BMC7TM77,KCO.DE
PLAZZA N,785947439.1,Finance,Switzerland,Real estate development,CH0284142913,SPA.BR
KLOECKNER & CO SE,785889816.2,Non-energy minerals,Germany,Steel,DE000KC01000,PON1V.HE
SPADEL,785032489,Consumer non-durables,Belgium,Beverages: non-alcoholic,BE0003798155,HAGA.IC
PONSSE OYJ 1,784416168,Producer manufacturing,Finland,Trucks/Construction/Farm machinery,FI0009005078,JII.L
HAGAR HF.,783993645,Retail trade,Iceland,Food retail,IS0000020121,ARN.MI
JPMORGAN INDIAN INV TRUST PLC ORD GBP0.25,783783121,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0003450359,CDA.PA
ALERION,782043250.4,Utilities,Italy,Alternative power generation,IT0004720733,JST.DE
ALPES (COMPAGNIE),779549778,Consumer services,France,Movies/Entertainment,FR0000053324,RSGN.SW
JOST WERKE SE,778200525,Producer manufacturing,Germany,Auto parts: OEM,DE000JST4000,PBB.BE
R&S GROUP N,777779991,Producer manufacturing,Switzerland,Electrical products,CH1107979838,ACAD.ST
DEUTSCHE PFANDBRIEFBANK AG,771537196.1,Finance,Germany,Major banks,DE0008019001,SOR.OL
ACADEMEDIA AB,768526424,Consumer services,Sweden,Other consumer services,SE0007897079,CMB.MI
SPAREBANKEN SOR,767785560.7,Finance,Norway,Major banks,NO0006001502,TOKMAN.HE
CEMBRE,763957887.6,Electronic technology,Italy,Electronic components,IT0001128047,ATO.PA
TOKMANNI GROUP OYJ,763433287,Retail trade,Finland,Specialty stores,FI4000197934,FERGR.AS
ATOS,762500687,Technology services,France,Packaged software,FR0000051732,VIL.PA
FERRARI GROUP,760919536,Transportation,United Kingdom,Air freight/Couriers,GB00BN0VZ646,MTRO.L
VIEL ET COMPAGNIE,757790043,Finance,France,Financial conglomerates,FR0000050049,GCP.L
METRO BANK HOLDINGS PLC ORD GBP0.000001,757519432,Finance,United Kingdom,Finance/Rental/Leasing,GB00BMX3W479,ISF.IC
GCP INFRASTRUCTURE INVESTMENTS LTD ORD GBP0.01,757241720.1,Finance,United Kingdom,Investment managers,JE00B6173J15,AUTN.SW
ISFELAG HF.,756740360,Consumer non-durables,Iceland,Food: specialty/candy,IS0000030112,DNORD.CO
AUTONEUM N,756562898.5,Producer manufacturing,Switzerland,Auto parts: OEM,CH0127480363,OLVAS.HE
D/S NORDEN,755144479,Transportation,Denmark,Marine shipping,DK0060083210,KURN.SW
OLVI PLC A,753582921.2,Consumer non-durables,Finland,Beverages: alcoholic,FI0009900401,CHG.DE
KUROS N,750840006,Health technology,Switzerland,Biotechnology,CH0325814116,RLIA.MC
CHAPTERS GROUP AG,749483441,Technology services,Germany,Packaged software,DE0006618309,DAR.L
"REALIA BUSINESS, S.A.",749344437,Finance,Spain,Real estate development,ES0173908015,MTU.PA
DAR GLOBAL PLC ORD USD0.01,748986492,Finance,United Kingdom,Real estate development,GB00BQXNJY41,PRSR.L
MANITOU BF,748971207.4,Producer manufacturing,France,Industrial machinery,FR0000038606,EIN.F
PRS REIT PLC (THE) ORD GBP0.01,748541192,Finance,United Kingdom,Real estate investment trusts,GB00BF01NH51,BIOT.ST
EINHELL GERMANY AG,748478185.9,Consumer durables,Germany,Tools & hardware,DE000A40ESU3,VJBA.CO
BIOTAGE AB,748450280,Health technology,Sweden,Medical specialties,SE0000454746,DFDS.CO
VESTJYSK BANK A/S,743914842.4,Finance,Denmark,Regional banks,DK0010304500,MSLH.L
DFDS A/S,743257632.8,Transportation,Denmark,Marine shipping,DK0060655629,DVL.WA
MARSHALLS ORD GBP0.25,742761891.6,Non-energy minerals,United Kingdom,Construction materials,GB00B012BV22,FIA1S.HE
DEVELIA,742698042,Finance,Poland,Real estate development,PLLCCRP00017,MUX.BE
FINNAIR OYJ,740590116.6,Transportation,Finland,Airlines,FI4000567029,CLA-B.ST
MUTARES SE & CO. KGAA,740134595,Finance,Germany,Investment managers,DE000A2NB650,BGFD.L
CLOETTA AB SER. B,739246518,Consumer non-durables,Sweden,Food: specialty/candy,SE0002626861,ASE.WA
BAILLIE GIFFORD JAPAN TST PLC (THE) ORD GBP0.05,738800158.3,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0000485838,S92.DE
ASSECOSEE,735405756.7,Technology services,Poland,Information technology services,PLASSEE00014,INH.F
SMA SOLAR TECHNOLOGY AG,734991016.2,Producer manufacturing,Germany,Electrical products,DE000A0DJ6J9,PEY.L
INDUS-HOLDING AG,730781998,Producer manufacturing,Germany,Miscellaneous manufacturing,DE0006200108,EWI.L
PARTNERS GROUP PRIVATE EQUITY LD ORD EUR0.001 (EUR),730139959,Finance,United Kingdom,Investment managers,GG00B28C2R28,KEMPOWR.HE
EDINBURGH WORLDWIDE INVESTMENT TST ORD GBP0.01,729545160,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BHSRZC82,STO3.F
KEMPOWER OYJ,728304431.5,Producer manufacturing,Finland,Electrical products,FI4000513593,PCFT.L
STO SE & CO. KGAA,727612312,Producer manufacturing,Germany,Building products,DE0007274136,STM.DE
POLAR CAPITAL GLOBAL FINANCIALS TR ORD GBP0.05,726205146,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00B9XQT119,BKS.VI
STABILUS SE,726016559.5,Producer manufacturing,Germany,Auto parts: OEM,DE000STAB1L8,SDG.PA
BKS BANK AG,724945032,Finance,Austria,Major banks,AT0000624705,JSW.WA
SYNERGIE,723273097,Commercial services,France,Personnel services,FR0000032658,SNC.LS
JSW,721905412,Energy minerals,Poland,Coal,PLJSW0000015,OTV2.L
"SONAECOM,SGPS",721824044.6,Technology services,Portugal,Information technology services,PTSNC0AM0006,VOF.L
OCTOPUS TITAN VCT PLC ORD GBP0.001,721614982,Finance,United Kingdom,Investment managers,GB00B28V9347,SLP-B.ST
VINACAPITAL VIETNAM OPPOR. FD LTD ORD USD0.01,721226063.9,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GG00BYXVT888,SHED.L
SWEDISH LOGISTIC PROPERTY AB SER. B,720334409.4,Transportation,Sweden,Air freight/Couriers,SE0017565476,WHA.AS
URBAN LOGISTICS REIT PLC ORD GBP0.01,719772141,Finance,United Kingdom,Real estate investment trusts,GB00BYV8MN78,CMCX.L
WERELDHAVE GEWONE AANDELEN,719704838.1,Finance,Netherlands,Real estate investment trusts,NL0000289213,MMGR-B.ST
CMC MARKETS ORD GBP0.25,718451419,Finance,United Kingdom,Investment banks/Brokers,GB00B14SKR37,TNIE.BE
MOMENTUM GROUP AB SER. B,718177459.6,Distribution services,Sweden,Wholesale distributors,SE0017562523,PIA.MI
TONIES SE,714433852.4,Consumer durables,Luxembourg,Recreational products,LU2333563281,BYS.SW
PIAGGIO,712883428,Consumer durables,Italy,Motor vehicles,IT0003073266,MLCFM.PA
BYSTRONIC AG,712430100,Producer manufacturing,Switzerland,Industrial machinery,CH0244017502,PVN.MI
CFM INDOSUEZ WEALTH,711413413.4,Finance,Monaco,Investment managers,MC0010000826,CWC.DE
PIOVAN,710520017,Producer manufacturing,Italy,Industrial machinery,IT0005337958,TFBANK.ST
CEWE STIFTUNG & CO. KGAA,710463756,Retail trade,Germany,Specialty stores,DE0005403901,BETCO.ST
TF BANK AB,709677785,Finance,Sweden,Major banks,SE0007331608,BERG-B.ST
BETTER COLLECTIVE A/S,708216364,Commercial services,Denmark,Miscellaneous commercial services,DK0060952240,FAG.ST
CONDUIT HLDGS LTD COM SHS USD0.01 (DI),706902982.4,Consumer durables,Sweden,Tools & hardware,SE0000101362,HET.L
FAGERHULT GROUP AB,705658813.4,Producer manufacturing,Sweden,Electrical products,SE0010048884,APGN.SW
HENDERSON EUROPEAN TRUST PLC ORD GBP0.05,702600172.1,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BLSNGB01,NORION.ST
APG SGA N,701206388.6,Commercial services,Switzerland,Advertising/Marketing services,CH0019107025,752.F
NORION BANK AB,700476954.5,Finance,Sweden,Major banks,SE0017831795,APAX.L
"COX ABG GROUP, S.A.",698263240.6,Utilities,Spain,Alternative power generation,ES0105848008,ONTEX.BR
APAX GLOBAL ALPHA LTD ORD NPV,698000665.6,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GG00BWWYMV85,ADX.MC
ONTEX GROUP,697876270.2,Consumer non-durables,Belgium,Household/Personal care,BE0974276082,VBG-B.ST
"AUDAX RENOVABLES, S.A.",696567050,Utilities,Spain,Electric utilities,ES0136463017,AGR.VI
VBG GROUP AB SER. B,696469694,Producer manufacturing,Sweden,Trucks/Construction/Farm machinery,SE0000115107,ELN.MI
AGRANA BETEILIGUNGS-AG,695952751.7,Consumer non-durables,Austria,Food: specialty/candy,AT000AGRANA3,CGEO.L
EL.EN,693627652,Health technology,Italy,Medical specialties,IT0005453250,NORBT.OL
GEORGIA CAPITAL PLC ORD GBP0.01,692313712,Finance,United Kingdom,Financial conglomerates,GB00BF4HYV08,UPR.IR
NORBIT ASA,691326885.4,Industrial services,Norway,Engineering & construction,NO0010856511,NWG.WA
Uniphar PLC,690563222.1,Distribution services,Ireland,Medical distributors,IE00BJ5FQX74,MGAM.L
NEWAG,690467688,Producer manufacturing,Poland,Trucks/Construction/Farm machinery,PLNEWAG00012,THRL.L
MORGAN ADVANCED MATERIALS PLC ORD GBP0.25,689197896.8,Process industries,United Kingdom,Industrial specialties,GB0006027295,VAC.PA
TARGET HEALTHCARE REIT PLC ORD GBP0.01,688438475.5,Finance,United Kingdom,Real estate investment trusts,GB00BJGTLF51,BUT.L
PIERRE VACANCES,687478657.1,Consumer services,France,Hotels/Resorts/Cruise lines,FR0000073041,MATAS.CO
BRUNNER INVESTMENT TRUST PLC (THE) ORD GBP0.25,686250274,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0001490001,SDIP-B.ST
BW ENERGY LIMITED,684804373.6,Retail trade,Denmark,Specialty stores,DK0060497295,REG1V.HE
SDIPTECH AB SER. B,681848122,Commercial services,Sweden,Miscellaneous commercial services,SE0003756758,MUSTI.HE
REVENIO GROUP CORPORATION,681664232,Health technology,Finland,Medical specialties,FI0009010912,AO.L
MUSTI GROUP PLC,681084491,Retail trade,Finland,Specialty stores,FI4000410758,TGHN.DE
AO WORLD PLC ORD GBP0.0025,680810266,Retail trade,United Kingdom,Internet retail,GB00BJTNFH41,HSL.L
